Type;Committee / Working Group;Reference;Vote;Result;Status;Start date;End date;Vienna agreement;Role;English title;URL;Note;Vote in parallel with;Project ID
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1241:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1241: Application module: Information rights";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556044";"";"";"78624"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1259:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1259: Application module: Activity as realized";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555419";"";"";"78628"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1321:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1321: Application module: Swept solid";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555595";"";"";"78632"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1349:2019 (Ed 5, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1349: Application module: Incomplete data reference mechanism";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556314";"";"";"78634"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1374:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1374: Application module: Analysis shape";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556159";"";"";"79340"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1379:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1379: Application module: Cfd specified general property";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555538";"";"";"78636"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1383:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1383: Application module: Finite elements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555532";"";"";"79341"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1386:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1386: Application module: Mesh topology";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556082";"";"";"78637"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1402:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1402: Application module: Same as external item";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556339";"";"";"79342"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1469:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1469: Application module: Foundation state definition";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555537";"";"";"79343"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1473:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1473: Application module: Description assignment";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555789";"";"";"78639"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1523:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1523: Application module: Shape data quality criteria";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556315";"";"";"79344"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1603:2019 (Ed 5, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1603: Application module: Analytical model";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555619";"";"";"78640"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1635:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1635: Application module: Assembly functional interface requirement";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556140";"";"";"78642"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1641:2019 (Ed 5, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1641: Application module: Assembly module with subassembly";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556211";"";"";"78644"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1646:2019 (Ed 6, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1646: Application module: Footprint definition";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556143";"";"";"78649"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1647:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1647: Application module: Assembly physical interface requirement";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555569";"";"";"78650"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1649:2019 (Ed 5, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1649: Application module: Assembly technology";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555791";"";"";"78651"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1652:2019 (Ed 7, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1652: Application module: Basic geometry";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555422";"";"";"78652"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1656:2019 (Ed 6, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1656: Application module: Component grouping";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555535";"";"";"78653"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1657:2019 (Ed 5, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1657: Application module: Component feature";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555612";"";"";"78654"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1722:2019 (Ed 5, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1722: Application module: Part template";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556139";"";"";"78655"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1731:2019 (Ed 6, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1731: Application module: Constructive solid geometry 2D";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555614";"";"";"78656"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1732:2019 (Ed 6, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1732: Application module: Physical unit usage view";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555494";"";"";"78657"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1733:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1733: Application module: Planned characteristic";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555613";"";"";"78658"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1764:2019 (Ed 5, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1764: Application module: Shape feature";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556045";"";"";"78659"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1782:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1782: Application module: Qualified measure";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555596";"";"";"78662"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1790:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1790: Application module: Parameterization and variational representation";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555327";"";"";"79347"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1791:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1791: Application module: Primitive solids";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555417";"";"";"78663"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1796:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1796: Application module: Kinematic motion representation";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555416";"";"";"78664"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1803:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1803: Application module: Process plan";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556137";"";"";"78665"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1807:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1807: Application module: Part shape";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555253";"";"";"78668"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1824:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1824: Application module: Change management";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556046";"";"";"78671"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1831:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1831: Application module: Scan data 3D shape";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555326";"";"";"78675"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1834:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1834: Application module: Surface visual texture";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555549";"";"";"78676"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1835:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1835: Application module: Additive manufacturing part and build information";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555727";"";"";"78677"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1836:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1836: Application module: Vertex colours for tessellated geometry";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555790";"";"";"79348"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1840:2019 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1840: Application module: Annotated 3D model equivalence shape";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555611";"";"";"78681"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-5001:2010 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 5001: Guidance on the usage of ISO 10303-214 for gear units";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556356";"";"";"55735"
"SR";"ISO/TC 188";"ISO 11192:2005 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Small craft — Graphical symbols";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555340";"";"ISO";"41644"
"SR";"ISO/TC 188";"ISO 12133:2021 (Ed 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Small craft — Carbon monoxide (CO) detection systems and alarms";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555748";"";"";"78243"
"SR";"ISO/TC 188";"ISO 15084:2003 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Small craft — Anchoring, mooring and towing — Strong points";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555362";"";"ISO";"26407"
"SR";"ISO/TC 188";"ISO 7840:2021 (Ed 5)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Small craft — Fire-resistant fuel hoses";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555871";"";"ISO";"79097"
"SR";"ISO/TC 188";"ISO 8469:2021 (Ed 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Small craft — Non-fire-resistant fuel hoses";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555777";"";"ISO";"79098"
"SR";"ISO/TC 188/SC 1";"ISO 10862:2009 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Small craft — Quick release system for trapeze harness";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555700";"";"ISO";"46202"
"SR";"ISO/TC 190/SC 3";"ISO 16558-1:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Soil quality — Risk-based petroleum hydrocarbons — Part 1: Determination of aliphatic and aromatic fractions of volatile petroleum hydrocarbons using gas chromatography (static headspace method)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555381";"";"ISO";"57106"
"SR";"ISO/TC 194";"ISO 10993-12:2021 (Ed 5)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Biological evaluation of medical devices — Part 12: Sample preparation and reference materials";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555968";"";"ISO";"75769"
